Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,Mean,Median,StdDev
2019-07-30,-0.9684,0.998,0.9958,0.8267,0.8267,0.984,0.984,0.8338,0.7184,0.7184,0.9981,-0.4404,-0.5106,0.936,0.9647,0.9403,0.9958,-0.9855,0.9764,0.5276,0.9718,-0.1531,0.9958,0.9848,0.9794,0.9794,0.9794,0.9259,0.9259,-0.2023,-0.2023,0.4588,,,,,,,0.5926031250000001,0.9259,0.6024327805466423
2019-07-29,0.2698,0.2698,-0.7717,-0.264,0.9344,0.9204,0.9188,0.9121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39869999999999994,0.39869999999999994,0.5711068026210159
2019-07-27,0.8271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8271,0.8271,1.3597399555105182e-16
2019-07-26,-0.3358,-0.3358,0.2458,0.2458,0.989,-0.2263,-0.9686,0.9969,0.9891,0.5693,0.9843,0.9891,0.9969,0.9969,0.8225,0.8225,,,,,,,,,,,,,,,,,,,,,,,0.48635,0.8225,0.6048841989928125
2019-07-25,0.9834,0.2927,0.8481,0.4215,0.9969,0.9927,0.9927,0.8481,0.3612,0.3612,0.1531,0.9382,0.9754,0.9754,0.7933,0.7933,0.9638,,,,,,,,,,,,,,,,,,,,,,0.7465294117647059,0.8481,0.2812870836354596
2019-07-24,0.9382,-0.8442,-0.8442,-0.9618,-0.4795,0.9927,0.9331,0.9331,-0.9618,-0.4795,0.9359,0.9638,0.9359,0.9638,0.9638,-0.5957,0.0176,-0.6482,-0.5957,-0.7986,-0.3612,0.8935,-0.3612,0.8935,0.8074,,,,,,,,,,,,,,0.12962800000000002,0.07361400000000001,0.7780962203789085
2019-07-23,-0.9364,0.9968,0.9968,0.7269,0.7269,0.9705,0.9979,-0.9408,0.9744,0.9942,0.8126,-0.9083,-0.9083,-0.2549,0.9709,0.9709,0.9712,0.8126,0.9712,0.9477,0.9752,-0.9217,0.8555,,,,,,,,,,,,,,,,0.46964347826086955,0.9016,0.7644598391382798
2019-07-22,-0.2263,0.936,0.0516,0.0516,-0.9223,0.7152,0.7152,0.9749,0.7152,0.9749,-0.898,0.8929,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33174166666666666,0.7152,0.6585674817633315
2019-07-19,0.7732,-0.9565,0.9936,0.9963,0.9081,0.9081,-0.9879,0.9936,0.9294,0.9963,0.9942,0.3276,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5730000000000001,0.9081,0.6917947857200505
2019-07-21,0.9936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9936,0.9936,1.3597399555105182e-16
2019-07-20,-0.9968,-0.9968,-0.997,-0.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9969,-0.9969,8.944271909998174e-05
2019-07-18,0.8873,0.9967,-0.9876,0.9942,0.9837,0.9942,0.9837,0.7087,0.9294,-0.7845,-0.7845,0.8225,0.7406,0.7406,0.9863,-0.7717,-0.3573,0.631,0.5994,0.7082,,,,,,,,,,,,,,,,,,,0.451045,0.7406,0.690232115653489
2019-07-17,-0.802,0.9944,0.8225,0.9944,-0.802,0.9411,0.9411,0.9936,0.9936,0.9936,0.9618,-0.9873,0.9524,0.9524,-0.2263,-0.9873,0.9924,0.8319,-0.9971,0.8319,-0.9971,,,,,,,,,,,,,,,,,,0.35228571428571426,0.8865000000000001,0.8376840435367019
2019-07-16,0.6485,0.6485,0.9675,0.9983,0.9675,0.9898,0.9898,0.9662,0.9662,0.9354,0.9354,0.9873,0.6705,0.128,,,,,,,,,,,,,,,,,,,,,,,,,0.8427785714285714,0.9662,0.23056386238056004
